requestedUrl,finalUrl,category,name,title,type,score
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","performance-score","Overall Performance Category Score","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","first-contentful-paint","First Contentful Paint","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","speed-index","Speed Index","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","interactive","Time to Interactive","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","total-blocking-time","Total Blocking Time","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","first-cpu-idle","First CPU Idle","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","max-potential-fid","Max Potential First Input Delay","numeric","0.99"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","first-meaningful-paint","First Meaningful Paint","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","estimated-input-latency","Estimated Input Latency","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","uses-responsive-images","Properly size images","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","offscreen-images","Defer offscreen images","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","unminified-css","Minify CSS","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","unminified-javascript","Minify JavaScript","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","unused-css-rules","Remove unused CSS","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","unused-javascript","Remove unused JavaScript","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","uses-optimized-images","Efficiently encode images","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","uses-webp-images","Serve images in next-gen formats","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","uses-text-compression","Enable text compression","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","uses-rel-preconnect","Preconnect to required origins","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","server-response-time","Initial server response time was short","binary","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","redirects","Avoid multiple page redirects","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","uses-rel-preload","Preload key requests","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","uses-http2","Use HTTP/2","binary","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","efficient-animated-content","Use video formats for animated content","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","duplicated-javascript","Remove duplicate modules in JavaScript bundles","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","legacy-javascript","Avoid serving legacy JavaScript to modern browsers","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","preload-lcp-image","Preload Largest Contentful Paint image","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","total-byte-weight","Avoids enormous network payloads","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","uses-long-cache-ttl","Uses efficient cache policy on static assets","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","dom-size","Avoids an excessive DOM size","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","critical-request-chains","Avoid chaining critical requests","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","user-timings","User Timing marks and measures","notApplicable","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","bootup-time","JavaScript execution time","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","mainthread-work-breakdown","Minimizes main-thread work","numeric","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","font-display","All text remains visible during webfont loads","binary","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","performance-budget","Performance budget","notApplicable","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","timing-budget","Timing budget","notApplicable","-1"
